$nodes
1, 3.1038079e-01, 1.7372678e-01, 9.6193956e-01 
2, 4.4882081e-01, 5.9171523e-01, 8.3412623e-01 
3, 4.9063212e-01, 8.0747126e-01, 4.9187481e-01 
4, 4.9330741e-01, 2.0504189e-01, 7.3313955e-02 
5, 9.2536840e-01, 8.8672701e-01, 3.5482148e-02 
6, 4.0542845e-01, 9.2261199e-01, 5.9202124e-01 
7, 4.1226819e-03, 5.5381773e-01, 8.4806042e-01 
8, 3.7048761e-01, 6.4811865e-01, 4.8398068e-02 
9, 3.2518909e-01, 5.3357056e-01, 4.1765987e-01 
10, 1.8304503e-01, 2.7889398e-01, 7.2529617e-01 
11, 3.6209356e-01, 7.7009021e-01, 9.2668169e-01 
12, 5.3800355e-01, 4.6618912e-01, 3.4183225e-01 
13, 7.0498332e-01, 6.8852310e-01, 3.9280315e-01 
14, 4.8989771e-01, 7.5383015e-03, 1.2839855e-01 
15, 7.5373409e-01, 8.6841028e-01, 5.6514512e-01 
16, 7.7927402e-01, 8.3527384e-01, 2.1276659e-01 
17, 2.7679395e-01, 7.1465739e-01, 8.2677967e-01 
18, 9.6993711e-01, 2.4187995e-01, 6.2039401e-02 
19, 5.4161794e-01, 9.2186163e-01, 1.5155285e-01 
20, 3.9906810e-01, 6.2377808e-01, 3.0490980e-01 
21, 1.1811222e-01, 6.5718311e-01, 7.3853246e-01 
22, 5.5945939e-01, 6.0930000e-01, 6.4299737e-01 
23, 5.1692785e-01, 5.9515341e-01, 2.3503525e-01 
24, 9.6644945e-01, 2.4438715e-01, 3.5251946e-01 
25, 5.8073979e-01, 4.5383319e-01, 8.4035263e-01 
26, 7.6244620e-01, 9.4564273e-01, 4.0391481e-04 
27, 1.1333139e-01, 4.8539120e-01, 1.6670478e-01 
28, 7.5752644e-01, 7.6029038e-01, 8.2642453e-01 
29, 3.9532956e-01, 5.2960936e-01, 6.5312916e-01 
30, 3.3025865e-01, 9.1977339e-01, 1.4972295e-01 
31, 9.2503848e-01, 5.2638007e-01, 4.0751444e-01 
32, 1.4058200e-01, 8.1458537e-01, 6.9786777e-01 
33, 5.1851359e-01, 2.3407156e-01, 8.4406221e-01 
34, 1.2853473e-02, 1.3240498e-01, 5.2481621e-01 
35, 7.7867335e-01, 9.3600228e-02, 7.3072565e-02 
36, 8.7926102e-01, 6.7386473e-01, 6.7490375e-01 
37, 6.5307189e-01, 1.1397707e-01, 6.8043819e-01 
38, 2.6743039e-01, 8.4343343e-01, 4.6245784e-01 
39, 3.5579892e-01, 2.8163837e-01, 6.9343584e-01 
40, 2.9079841e-01, 4.0612208e-01, 9.2711815e-01 
41, 1.8301307e-01, 6.2598137e-01, 5.7912828e-01 
42, 8.6972062e-01, 6.4178488e-01, 9.2334334e-01 
43, 8.8994133e-01, 3.9063491e-01, 3.2209861e-01 
44, 2.6658587e-01, 6.6656076e-02, 5.9503714e-01 
45, 2.3884908e-01, 2.1245329e-01, 1.8678005e-01 
46, 7.1988077e-01, 2.2176076e-02, 3.9634550e-01 
47, 9.6649977e-01, 6.8703084e-01, 5.1945048e-02 
48, 1.2034164e-01, 7.7819168e-01, 1.6586458e-01 
49, 6.5121233e-01, 1.9427907e-01, 8.4498898e-01 
50, 7.8556966e-01, 6.0868587e-02, 7.9374145e-01 
51, 0.0000000e+00, 8.9230580e-01, 9.6654036e-01 
52, 9.6377891e-01, 8.8959823e-01, 0.0000000e+00 
53, 3.7419303e-01, 6.7722825e-01, 0.0000000e+00 
54, 3.7419303e-01, 6.7722825e-01, 1.0000000e+00 
55, 3.1161754e-01, 2.0377990e-01, 0.0000000e+00 
56, 3.1161754e-01, 2.0377990e-01, 1.0000000e+00 
57, 3.4241021e-01, 5.9281176e-01, 1.0000000e+00 
58, 3.4241021e-01, 5.9281176e-01, 0.0000000e+00 
59, 3.4120036e-01, 3.6234520e-01, 0.0000000e+00 
60, 3.4120036e-01, 3.6234520e-01, 1.0000000e+00 
61, 4.5166790e-01, 1.0000000e+00, 1.1620991e-01 
62, 3.4523810e-01, 1.3086619e-01, 1.0000000e+00 
63, 1.0000000e+00, 4.3573686e-01, 5.9798793e-01 
64, 0.0000000e+00, 4.3573686e-01, 5.9798793e-01 
65, 4.8182684e-01, 0.0000000e+00, 1.2374089e-01 
66, 2.6740636e-01, 7.9972831e-01, 1.0000000e+00 
67, 1.0000000e+00, 7.2411264e-01, 5.0158703e-01 
68, 0.0000000e+00, 7.2411264e-01, 5.0158703e-01 
69, 7.0624509e-01, 1.0000000e+00, 5.1598701e-01 
70, 7.0624509e-01, 0.0000000e+00, 5.1598701e-01 
71, 9.2920330e-01, 1.0000000e+00, 3.1757830e-02 
72, 0.0000000e+00, 7.7783793e-02, 9.4628538e-01 
73, 5.3520661e-02, 7.6878674e-01, 1.0000000e+00 
74, 1.0000000e+00, 7.8176205e-01, 4.1522508e-02 
75, 1.0000000e+00, 2.6384157e-01, 4.7731692e-02 
76, 1.0029227e-01, 3.3710732e-01, 1.0000000e+00 
77, 1.0000000e+00, 2.6656402e-01, 9.2133475e-02 
78, 0.0000000e+00, 2.6656402e-01, 9.2133475e-02 
79, 9.4294323e-01, 1.9525065e-01, 0.0000000e+00 
80, 8.2991188e-01, 1.0000000e+00, 7.4022273e-01 
81, 7.7257563e-01, 7.3807417e-01, 0.0000000e+00 
82, 0.0000000e+00, 5.5709841e-01, 8.5076570e-01 
83, 0.0000000e+00, 8.4529928e-01, 7.7930597e-02 
84, 1.0000000e+00, 8.4529928e-01, 7.7930597e-02 
85, 4.1114324e-01, 3.0405650e-01, 1.0000000e+00 
86, 4.1114324e-01, 3.0405650e-01, 0.0000000e+00 
87, 3.8704551e-01, 1.0000000e+00, 8.6377129e-01 
88, 3.8704551e-01, 0.0000000e+00, 8.6377129e-01 
89, 8.1283330e-01, 5.7004754e-01, 0.0000000e+00 
90, 0.0000000e+00, 5.5416752e-01, 8.5133503e-01 
91, 1.0000000e+00, 2.0416685e-01, 3.1640850e-01 
92, 2.9397383e-01, 8.5175194e-01, 1.0000000e+00 
93, 1.0000000e+00, 2.2920626e-01, 3.3815438e-01 
94, 0.0000000e+00, 2.2920626e-01, 3.3815438e-01 
95, 4.3096770e-01, 0.0000000e+00, 6.2819802e-01 
96, 4.3096770e-01, 1.0000000e+00, 6.2819802e-01 
97, 6.6584795e-01, 6.1735015e-01, 1.0000000e+00 
98, 6.6584795e-01, 6.1735015e-01, 0.0000000e+00 
99, 7.6209309e-01, 9.4561995e-01, 0.0000000e+00 
100, 7.6209309e-01, 9.4561995e-01, 1.0000000e+00 
101, 2.5534135e-01, 5.2483343e-01, 0.0000000e+00 
102, 2.5534135e-01, 5.2483343e-01, 1.0000000e+00 
103, 0.0000000e+00, 6.3404651e-01, 1.1299175e-01 
104, 1.0000000e+00, 6.3404651e-01, 1.1299175e-01 
