$nodes
1, 7.7440736e-01, 2.0267150e-01, 9.6476014e-01 
2, 9.1561589e-01, 3.0645100e-01, 6.3547975e-03 
3, 4.5643461e-01, 1.9312406e-01, 3.5639116e-01 
4, 1.4154841e-01, 6.4897580e-01, 9.6826881e-01 
5, 8.4014289e-01, 6.3082914e-02, 4.5265895e-01 
6, 8.5259732e-01, 6.0425978e-01, 2.1174071e-01 
7, 3.7678655e-01, 8.6481020e-01, 4.7050702e-01 
8, 6.1608780e-01, 3.9797584e-02, 9.8623399e-01 
9, 1.0638034e-02, 9.3627944e-01, 9.0264163e-01 
10, 2.9091502e-02, 1.3029919e-01, 9.7959847e-01 
11, 9.0778815e-01, 2.1889237e-01, 3.8058685e-02 
12, 3.1387411e-01, 6.8937156e-01, 7.6213972e-01 
13, 8.1580017e-01, 4.4327335e-01, 3.5900024e-02 
14, 8.1103278e-02, 3.7345842e-01, 6.4534425e-01 
15, 7.7543244e-01, 3.3757785e-01, 2.2948156e-01 
16, 8.6925168e-02, 4.4674512e-01, 5.7292036e-01 
17, 2.7956695e-02, 7.0712849e-01, 4.9084393e-01 
18, 1.2510857e-01, 7.0321475e-01, 3.8975362e-01 
19, 6.6592678e-01, 4.1114547e-01, 2.9359670e-01 
20, 6.5466187e-01, 1.9596181e-01, 3.5175939e-01 
21, 8.9559394e-01, 6.1054953e-01, 1.8192154e-02 
22, 7.6101102e-01, 5.4999711e-01, 7.2789047e-02 
23, 5.9258657e-01, 9.5109680e-01, 6.4843584e-01 
24, 4.8463290e-01, 8.5171406e-01, 3.6571745e-01 
25, 4.1962952e-01, 7.4401510e-02, 1.5037504e-01 
26, 1.9888793e-01, 4.5504220e-01, 7.5864673e-02 
27, 3.3382773e-02, 5.1651081e-01, 2.1045407e-01 
28, 2.2112878e-01, 4.2352889e-01, 6.1644347e-01 
29, 5.6062746e-01, 3.6245410e-01, 3.9546401e-01 
30, 1.1680726e-01, 6.8969069e-01, 6.4451090e-01 
31, 9.0997073e-01, 5.0185575e-01, 3.8753641e-01 
32, 5.1818533e-01, 7.5118048e-01, 6.8307871e-01 
33, 9.3847193e-01, 7.1039722e-01, 6.2746296e-01 
34, 1.4165164e-01, 7.0526383e-01, 9.9617267e-01 
35, 6.0327496e-01, 3.1531505e-01, 9.2312144e-01 
36, 2.2604371e-01, 2.0732218e-01, 2.1224046e-01 
37, 1.3956936e-01, 8.6055957e-03, 7.8212690e-01 
38, 6.3682614e-01, 2.9373282e-02, 6.8844331e-02 
39, 7.0582704e-01, 4.5249978e-01, 4.4918486e-01 
40, 8.9470703e-01, 8.2661009e-01, 4.3686688e-01 
41, 8.7146483e-01, 8.5560368e-01, 4.6431408e-01 
42, 6.2572472e-02, 2.6739156e-01, 8.1749248e-01 
43, 5.2397195e-01, 7.6071242e-01, 8.3582466e-01 
44, 3.1947054e-01, 4.7791120e-01, 4.2456126e-01 
45, 5.8364872e-01, 7.5124112e-01, 7.5420990e-02 
46, 6.8184387e-01, 8.1420747e-01, 7.2691992e-01 
47, 9.8854014e-02, 9.5151786e-01, 2.4319147e-01 
48, 9.4568661e-01, 7.8020568e-01, 3.9202330e-01 
49, 6.9136245e-01, 1.3807564e-01, 3.3658620e-01 
50, 9.1741830e-01, 6.6028867e-02, 9.2783466e-01 
51, 9.8259775e-01, 7.0507049e-01, 3.1089085e-01 
52, 8.4830416e-02, 9.5446369e-01, 5.6517246e-01 
53, 1.8839374e-01, 6.0758564e-01, 8.9612693e-01 
54, 7.4389293e-02, 9.7155776e-01, 5.2461983e-01 
55, 3.6710891e-01, 3.4295544e-01, 6.2055187e-01 
56, 1.4852028e-01, 7.0037163e-01, 7.6330904e-01 
57, 6.1181378e-01, 3.8031324e-01, 4.7597315e-01 
58, 7.0032490e-01, 4.6633212e-01, 6.5791080e-01 
59, 8.6527755e-01, 3.9427259e-01, 9.1147193e-01 
60, 7.7691855e-01, 8.2940280e-01, 5.6589605e-01 
61, 3.6215474e-01, 6.7812702e-01, 1.1885485e-01 
62, 9.3259257e-01, 8.4622941e-01, 5.0873969e-01 
63, 9.8102004e-01, 9.2639503e-01, 5.5157262e-01 
64, 2.8631101e-01, 4.7787088e-01, 6.3382660e-01 
65, 4.2463197e-01, 8.1878548e-01, 1.1496562e-02 
66, 7.1930445e-01, 4.9549073e-01, 7.9369701e-01 
67, 8.3567856e-01, 1.6038722e-01, 4.7992041e-01 
68, 8.6287971e-01, 3.8234052e-01, 7.3006615e-01 
69, 1.0931955e-01, 4.1837095e-01, 8.7276746e-01 
70, 7.9362029e-01, 9.1229291e-01, 5.4331952e-01 
71, 2.0465774e-01, 6.5094963e-01, 1.3408924e-01 
72, 8.4957193e-01, 8.0687683e-01, 1.4418408e-01 
73, 2.5703197e-01, 9.9740704e-01, 4.5489785e-01 
